cloc,cori,deRT,deori,dereport,id,imiloc,imiori,ordercondition,pmiloc,pmiori,report,rt1,sub,testc,trial,trialconflict,target,nontarget,error,abserror,deerror,deabserror,badtrial,debadtrial
3.0,4.0,4542.0,48.0,52.0,161,5.0,81.0,0.0,4.0,171.0,72.0,7015.0,218.0,0.0,7.0,1.0,171.0,4.0,81.0,81.0,4.0,4.0,True,
0.0,91.0,3902.0,122.0,139.0,161,4.0,120.0,0.0,3.0,0.0,72.0,6237.0,218.0,1.0,8.0,1.0,91.0,0.0,-19.0,19.0,17.0,17.0,,
2.0,133.0,8385.0,103.0,102.0,161,4.0,59.0,0.0,3.0,162.0,155.0,7056.0,218.0,0.0,9.0,1.0,162.0,133.0,-7.0,7.0,-1.0,1.0,,
1.0,52.0,3836.0,122.0,142.0,161,4.0,141.0,0.0,5.0,118.0,61.0,5153.0,218.0,1.0,10.0,1.0,52.0,118.0,9.0,9.0,20.0,20.0,,
4.0,157.0,6654.0,72.0,75.0,161,0.0,85.0,0.0,1.0,178.0,172.0,6822.0,218.0,0.0,11.0,1.0,178.0,157.0,-6.0,6.0,3.0,3.0,,
5.0,45.0,4444.0,141.0,85.0,161,1.0,20.0,0.0,2.0,24.0,47.0,6872.0,218.0,1.0,12.0,1.0,45.0,24.0,2.0,2.0,-56.0,56.0,,True
5.0,115.0,3924.0,165.0,160.0,161,0.0,110.0,0.0,1.0,137.0,57.0,5351.0,218.0,1.0,13.0,1.0,115.0,137.0,-58.0,58.0,-5.0,5.0,True,
4.0,12.0,3795.0,125.0,132.0,161,1.0,1.0,0.0,5.0,59.0,138.0,4278.0,218.0,0.0,14.0,1.0,59.0,12.0,79.0,79.0,7.0,7.0,True,
2.0,30.0,3057.0,124.0,134.0,161,3.0,158.0,0.0,1.0,15.0,43.0,5734.0,218.0,1.0,15.0,1.0,30.0,15.0,13.0,13.0,10.0,10.0,,
0.0,37.0,4039.0,167.0,145.0,161,4.0,121.0,0.0,5.0,129.0,146.0,3029.0,218.0,0.0,16.0,1.0,129.0,37.0,17.0,17.0,-22.0,22.0,,
5.0,172.0,9808.0,79.0,77.0,161,4.0,99.0,0.0,0.0,138.0,136.0,6474.0,218.0,0.0,17.0,1.0,138.0,172.0,-2.0,2.0,-2.0,2.0,,
5.0,16.0,2834.0,172.0,169.0,161,4.0,75.0,0.0,3.0,94.0,15.0,6516.0,218.0,1.0,18.0,1.0,16.0,94.0,-1.0,1.0,-3.0,3.0,,
2.0,165.0,5677.0,13.0,15.0,161,4.0,8.0,0.0,0.0,94.0,163.0,3017.0,218.0,1.0,19.0,1.0,165.0,94.0,-2.0,2.0,2.0,2.0,,
4.0,88.0,3994.0,123.0,125.0,161,0.0,86.0,0.0,2.0,153.0,158.0,6423.0,218.0,0.0,20.0,1.0,153.0,88.0,5.0,5.0,2.0,2.0,,
1.0,24.0,2580.0,145.0,155.0,161,3.0,178.0,0.0,2.0,174.0,19.0,2972.0,218.0,1.0,21.0,1.0,24.0,174.0,-5.0,5.0,10.0,10.0,,
3.0,52.0,4001.0,178.0,166.0,161,5.0,179.0,0.0,2.0,173.0,156.0,3002.0,218.0,0.0,22.0,1.0,173.0,52.0,-17.0,17.0,-12.0,12.0,,
5.0,19.0,8878.0,103.0,118.0,161,2.0,141.0,0.0,0.0,169.0,159.0,3902.0,218.0,0.0,23.0,1.0,169.0,19.0,-10.0,10.0,15.0,15.0,,
4.0,157.0,3351.0,145.0,163.0,161,0.0,42.0,0.0,2.0,56.0,174.0,5538.0,218.0,1.0,24.0,1.0,157.0,56.0,17.0,17.0,18.0,18.0,,
0.0,126.0,3170.0,129.0,152.0,161,1.0,81.0,0.0,5.0,144.0,171.0,5934.0,218.0,0.0,25.0,1.0,144.0,126.0,27.0,27.0,23.0,23.0,,
1.0,87.0,8271.0,115.0,100.0,161,5.0,97.0,0.0,2.0,138.0,169.0,4280.0,218.0,0.0,26.0,1.0,138.0,87.0,31.0,31.0,-15.0,15.0,,
2.0,88.0,6773.0,114.0,117.0,161,1.0,149.0,0.0,3.0,100.0,80.0,10744.0,218.0,0.0,27.0,1.0,100.0,88.0,-20.0,20.0,3.0,3.0,,
2.0,27.0,4701.0,144.0,167.0,161,3.0,129.0,0.0,1.0,32.0,21.0,5689.0,218.0,0.0,28.0,1.0,32.0,27.0,-11.0,11.0,23.0,23.0,,
0.0,33.0,4556.0,21.0,28.0,161,2.0,102.0,0.0,1.0,22.0,41.0,4042.0,218.0,1.0,29.0,1.0,33.0,22.0,8.0,8.0,7.0,7.0,,
4.0,91.0,5957.0,42.0,53.0,161,0.0,13.0,0.0,1.0,134.0,82.0,9805.0,218.0,1.0,30.0,1.0,91.0,134.0,-9.0,9.0,11.0,11.0,,
4.0,11.0,4152.0,14.0,24.0,161,2.0,2.0,0.0,1.0,66.0,102.0,9520.0,218.0,0.0,31.0,1.0,66.0,11.0,36.0,36.0,10.0,10.0,,
1.0,130.0,3573.0,113.0,55.0,161,0.0,62.0,0.0,5.0,135.0,133.0,5918.0,218.0,1.0,32.0,1.0,130.0,135.0,3.0,3.0,-58.0,58.0,,True
4.0,75.0,3939.0,25.0,43.0,161,2.0,63.0,0.0,1.0,96.0,78.0,4709.0,218.0,1.0,33.0,1.0,75.0,96.0,3.0,3.0,18.0,18.0,,
0.0,66.0,4935.0,8.0,18.0,161,4.0,43.0,0.0,5.0,175.0,75.0,3491.0,218.0,1.0,34.0,1.0,66.0,175.0,9.0,9.0,10.0,10.0,,
1.0,119.0,3502.0,139.0,156.0,161,0.0,135.0,0.0,5.0,1.0,15.0,6211.0,218.0,0.0,35.0,1.0,1.0,119.0,14.0,14.0,17.0,17.0,,
1.0,161.0,3946.0,142.0,160.0,161,5.0,43.0,0.0,0.0,10.0,168.0,3117.0,218.0,1.0,36.0,1.0,161.0,10.0,7.0,7.0,18.0,18.0,,
4.0,100.0,4602.0,81.0,83.0,161,5.0,37.0,0.0,3.0,34.0,72.0,6575.0,218.0,1.0,37.0,1.0,100.0,34.0,-28.0,28.0,2.0,2.0,,
2.0,51.0,4359.0,106.0,108.0,161,5.0,118.0,0.0,4.0,95.0,48.0,6016.0,218.0,1.0,38.0,1.0,51.0,95.0,-3.0,3.0,2.0,2.0,,
0.0,148.0,3239.0,148.0,154.0,161,2.0,162.0,0.0,1.0,116.0,148.0,3434.0,218.0,1.0,39.0,1.0,148.0,116.0,0.0,0.0,6.0,6.0,,
5.0,90.0,3463.0,61.0,66.0,161,0.0,10.0,0.0,2.0,19.0,91.0,6599.0,218.0,1.0,40.0,1.0,90.0,19.0,1.0,1.0,5.0,5.0,,
2.0,133.0,7145.0,29.0,25.0,161,3.0,172.0,0.0,0.0,123.0,141.0,3423.0,218.0,1.0,41.0,1.0,133.0,123.0,8.0,8.0,-4.0,4.0,,
3.0,87.0,4373.0,125.0,152.0,161,0.0,33.0,0.0,1.0,144.0,95.0,3747.0,218.0,1.0,42.0,1.0,87.0,144.0,8.0,8.0,27.0,27.0,,
0.0,31.0,7491.0,2.0,18.0,161,2.0,141.0,0.0,1.0,82.0,23.0,5245.0,218.0,1.0,43.0,1.0,31.0,82.0,-8.0,8.0,16.0,16.0,,
3.0,139.0,3006.0,133.0,152.0,161,5.0,100.0,0.0,4.0,175.0,168.0,6134.0,218.0,0.0,44.0,1.0,175.0,139.0,-7.0,7.0,19.0,19.0,,
2.0,31.0,4129.0,47.0,28.0,161,4.0,125.0,0.0,0.0,30.0,23.0,5092.0,218.0,1.0,45.0,1.0,31.0,30.0,-8.0,8.0,-19.0,19.0,,
4.0,19.0,3914.0,122.0,144.0,161,5.0,117.0,0.0,0.0,15.0,35.0,4055.0,218.0,0.0,46.0,1.0,15.0,19.0,20.0,20.0,22.0,22.0,,
2.0,102.0,4136.0,70.0,74.0,161,5.0,115.0,0.0,3.0,22.0,105.0,5571.0,218.0,1.0,47.0,1.0,102.0,22.0,3.0,3.0,4.0,4.0,,
5.0,1.0,4467.0,124.0,133.0,161,4.0,22.0,0.0,2.0,79.0,0.0,3340.0,218.0,1.0,48.0,1.0,1.0,79.0,-1.0,1.0,9.0,9.0,,
0.0,87.0,4824.0,51.0,57.0,161,5.0,159.0,0.0,3.0,65.0,103.0,9714.0,218.0,0.0,49.0,1.0,65.0,87.0,38.0,38.0,6.0,6.0,,
4.0,80.0,3927.0,4.0,14.0,161,3.0,169.0,0.0,2.0,142.0,157.0,7629.0,218.0,0.0,50.0,1.0,142.0,80.0,15.0,15.0,10.0,10.0,,
4.0,147.0,3705.0,23.0,25.0,161,2.0,19.0,0.0,1.0,5.0,150.0,4677.0,218.0,1.0,51.0,1.0,147.0,5.0,3.0,3.0,2.0,2.0,,
2.0,140.0,3736.0,14.0,21.0,161,5.0,70.0,0.0,0.0,176.0,153.0,3623.0,218.0,1.0,52.0,1.0,140.0,176.0,13.0,13.0,7.0,7.0,,
5.0,36.0,3811.0,76.0,84.0,161,2.0,59.0,0.0,4.0,158.0,65.0,3636.0,218.0,1.0,53.0,1.0,36.0,158.0,29.0,29.0,8.0,8.0,,
5.0,81.0,7185.0,168.0,173.0,161,2.0,98.0,0.0,3.0,132.0,86.0,3892.0,218.0,1.0,54.0,1.0,81.0,132.0,5.0,5.0,5.0,5.0,,
2.0,136.0,5226.0,74.0,99.0,161,1.0,26.0,0.0,4.0,178.0,165.0,4251.0,218.0,0.0,55.0,1.0,178.0,136.0,-13.0,13.0,25.0,25.0,,
0.0,2.0,4879.0,6.0,21.0,161,3.0,110.0,0.0,4.0,140.0,111.0,8847.0,218.0,0.0,56.0,1.0,140.0,2.0,-29.0,29.0,15.0,15.0,,
1.0,99.0,3207.0,95.0,92.0,161,4.0,93.0,0.0,5.0,21.0,13.0,3539.0,218.0,0.0,57.0,1.0,21.0,99.0,-8.0,8.0,-3.0,3.0,,
0.0,44.0,2354.0,118.0,135.0,161,2.0,14.0,0.0,3.0,135.0,144.0,3738.0,218.0,0.0,58.0,1.0,135.0,44.0,9.0,9.0,17.0,17.0,,
3.0,107.0,3293.0,102.0,77.0,161,0.0,11.0,0.0,4.0,46.0,150.0,2873.0,218.0,0.0,59.0,1.0,46.0,107.0,-76.0,76.0,-25.0,25.0,True,
2.0,58.0,3356.0,160.0,149.0,161,2.0,96.0,0.0,0.0,43.0,69.0,6287.0,218.0,1.0,60.0,2.0,58.0,43.0,11.0,11.0,-11.0,11.0,,
1.0,148.0,3339.0,154.0,157.0,161,1.0,45.0,0.0,0.0,95.0,140.0,1855.0,218.0,1.0,61.0,2.0,148.0,95.0,-8.0,8.0,3.0,3.0,,
4.0,179.0,1878.0,146.0,146.0,161,4.0,2.0,0.0,3.0,89.0,105.0,5691.0,218.0,0.0,62.0,2.0,89.0,179.0,16.0,16.0,0.0,0.0,,
5.0,20.0,4762.0,38.0,16.0,161,5.0,112.0,0.0,3.0,89.0,114.0,5639.0,218.0,0.0,63.0,2.0,89.0,20.0,25.0,25.0,-22.0,22.0,,
3.0,63.0,3037.0,173.0,160.0,161,3.0,30.0,0.0,4.0,9.0,10.0,6407.0,218.0,0.0,64.0,2.0,9.0,63.0,1.0,1.0,-13.0,13.0,,
1.0,115.0,3392.0,59.0,67.0,161,1.0,97.0,0.0,2.0,75.0,113.0,3121.0,218.0,1.0,65.0,2.0,115.0,75.0,-2.0,2.0,8.0,8.0,,
3.0,23.0,2824.0,29.0,37.0,161,3.0,13.0,0.0,2.0,114.0,82.0,4059.0,218.0,0.0,66.0,2.0,114.0,23.0,-32.0,32.0,8.0,8.0,,
1.0,45.0,5019.0,77.0,70.0,161,1.0,56.0,0.0,5.0,147.0,158.0,3876.0,218.0,0.0,67.0,2.0,147.0,45.0,11.0,11.0,-7.0,7.0,,
2.0,123.0,2300.0,149.0,148.0,161,2.0,26.0,0.0,0.0,170.0,158.0,5055.0,218.0,0.0,68.0,2.0,170.0,123.0,-12.0,12.0,-1.0,1.0,,
1.0,6.0,3718.0,175.0,173.0,161,1.0,134.0,0.0,5.0,133.0,158.0,4786.0,218.0,0.0,69.0,2.0,133.0,6.0,25.0,25.0,-2.0,2.0,,
0.0,47.0,3869.0,4.0,10.0,161,0.0,15.0,0.0,1.0,167.0,66.0,5461.0,218.0,1.0,70.0,2.0,47.0,167.0,19.0,19.0,6.0,6.0,,
3.0,18.0,3732.0,22.0,34.0,161,3.0,83.0,0.0,5.0,15.0,27.0,6652.0,218.0,0.0,71.0,2.0,15.0,18.0,12.0,12.0,12.0,12.0,,
3.0,174.0,4158.0,76.0,80.0,161,3.0,128.0,0.0,0.0,57.0,83.0,5983.0,218.0,0.0,72.0,2.0,57.0,174.0,26.0,26.0,4.0,4.0,,
1.0,18.0,3883.0,119.0,109.0,161,1.0,88.0,0.0,4.0,23.0,80.0,4765.0,218.0,0.0,73.0,2.0,23.0,18.0,57.0,57.0,-10.0,10.0,True,
2.0,12.0,3627.0,69.0,75.0,161,2.0,131.0,0.0,0.0,52.0,44.0,4847.0,218.0,0.0,74.0,2.0,52.0,12.0,-8.0,8.0,6.0,6.0,,
3.0,59.0,3573.0,137.0,161.0,161,3.0,8.0,0.0,5.0,10.0,11.0,4837.0,218.0,0.0,75.0,2.0,10.0,59.0,1.0,1.0,24.0,24.0,,
4.0,72.0,3880.0,166.0,167.0,161,4.0,105.0,0.0,1.0,33.0,105.0,11128.0,218.0,1.0,76.0,2.0,72.0,33.0,33.0,33.0,1.0,1.0,,
1.0,3.0,3409.0,2.0,178.0,161,1.0,48.0,0.0,5.0,83.0,175.0,5595.0,218.0,1.0,77.0,2.0,3.0,83.0,-8.0,8.0,-4.0,4.0,,
0.0,118.0,2535.0,147.0,152.0,161,0.0,152.0,0.0,4.0,135.0,160.0,5959.0,218.0,0.0,78.0,2.0,135.0,118.0,25.0,25.0,5.0,5.0,,
4.0,143.0,2585.0,1.0,2.0,161,4.0,111.0,0.0,5.0,73.0,69.0,5557.0,218.0,0.0,79.0,2.0,73.0,143.0,-4.0,4.0,1.0,1.0,,
5.0,148.0,3141.0,102.0,84.0,161,5.0,47.0,0.0,1.0,14.0,160.0,3628.0,218.0,0.0,80.0,2.0,14.0,148.0,-34.0,34.0,-18.0,18.0,,
1.0,135.0,4492.0,76.0,78.0,161,1.0,87.0,0.0,2.0,102.0,75.0,2725.0,218.0,0.0,81.0,2.0,102.0,135.0,-27.0,27.0,2.0,2.0,,
4.0,66.0,2556.0,78.0,72.0,161,4.0,31.0,0.0,1.0,166.0,74.0,4422.0,218.0,1.0,82.0,2.0,66.0,166.0,8.0,8.0,-6.0,6.0,,
0.0,90.0,3023.0,80.0,76.0,161,0.0,64.0,0.0,1.0,129.0,83.0,3326.0,218.0,1.0,83.0,2.0,90.0,129.0,-7.0,7.0,-4.0,4.0,,
5.0,176.0,2329.0,128.0,145.0,161,5.0,61.0,0.0,0.0,88.0,174.0,6335.0,218.0,1.0,84.0,2.0,176.0,88.0,-2.0,2.0,17.0,17.0,,
3.0,117.0,4751.0,10.0,176.0,161,3.0,95.0,0.0,0.0,124.0,80.0,7959.0,218.0,1.0,85.0,2.0,117.0,124.0,-37.0,37.0,-14.0,14.0,,
0.0,82.0,2581.0,34.0,43.0,161,0.0,157.0,0.0,5.0,47.0,85.0,4962.0,218.0,1.0,86.0,2.0,82.0,47.0,3.0,3.0,9.0,9.0,,
1.0,75.0,2809.0,92.0,88.0,161,1.0,37.0,0.0,0.0,38.0,74.0,5469.0,218.0,1.0,87.0,2.0,75.0,38.0,-1.0,1.0,-4.0,4.0,,
0.0,129.0,3887.0,51.0,61.0,161,0.0,30.0,0.0,5.0,52.0,105.0,3623.0,218.0,1.0,88.0,2.0,129.0,52.0,-24.0,24.0,10.0,10.0,,
1.0,104.0,2808.0,101.0,78.0,161,1.0,144.0,0.0,3.0,49.0,79.0,3001.0,218.0,1.0,89.0,2.0,104.0,49.0,-25.0,25.0,-23.0,23.0,,
4.0,90.0,2148.0,68.0,74.0,161,4.0,117.0,0.0,5.0,169.0,101.0,2668.0,218.0,1.0,90.0,2.0,90.0,169.0,11.0,11.0,6.0,6.0,,
4.0,172.0,4059.0,88.0,86.0,161,4.0,163.0,0.0,2.0,112.0,93.0,4001.0,218.0,0.0,91.0,2.0,112.0,172.0,-19.0,19.0,-2.0,2.0,,
2.0,83.0,3954.0,163.0,156.0,161,2.0,84.0,0.0,3.0,100.0,134.0,5082.0,218.0,0.0,92.0,2.0,100.0,83.0,34.0,34.0,-7.0,7.0,,
5.0,110.0,4207.0,55.0,63.0,161,5.0,166.0,0.0,1.0,55.0,99.0,5492.0,218.0,1.0,93.0,2.0,110.0,55.0,-11.0,11.0,8.0,8.0,,
3.0,101.0,2919.0,4.0,177.0,161,3.0,70.0,0.0,5.0,139.0,100.0,3416.0,218.0,1.0,94.0,2.0,101.0,139.0,-1.0,1.0,-7.0,7.0,,
3.0,57.0,3295.0,57.0,75.0,161,3.0,139.0,0.0,0.0,136.0,145.0,5097.0,218.0,0.0,95.0,2.0,136.0,57.0,9.0,9.0,18.0,18.0,,
1.0,123.0,2857.0,128.0,142.0,161,1.0,8.0,0.0,3.0,57.0,108.0,14714.0,218.0,1.0,96.0,2.0,123.0,57.0,-15.0,15.0,14.0,14.0,,
1.0,170.0,2097.0,81.0,91.0,161,1.0,104.0,0.0,2.0,33.0,23.0,3832.0,218.0,0.0,97.0,2.0,33.0,170.0,-10.0,10.0,10.0,10.0,,
4.0,144.0,1862.0,166.0,163.0,161,4.0,162.0,0.0,2.0,8.0,161.0,1969.0,218.0,1.0,98.0,2.0,144.0,8.0,17.0,17.0,-3.0,3.0,,
3.0,104.0,3444.0,47.0,67.0,161,3.0,129.0,0.0,2.0,120.0,95.0,3492.0,218.0,1.0,99.0,2.0,104.0,120.0,-9.0,9.0,20.0,20.0,,
3.0,61.0,2790.0,137.0,150.0,161,3.0,151.0,0.0,0.0,146.0,145.0,2456.0,218.0,0.0,100.0,2.0,146.0,61.0,-1.0,1.0,13.0,13.0,,
2.0,162.0,2125.0,142.0,149.0,161,2.0,148.0,0.0,1.0,25.0,22.0,5180.0,218.0,0.0,101.0,2.0,25.0,162.0,-3.0,3.0,7.0,7.0,,
0.0,70.0,3070.0,47.0,62.0,161,0.0,110.0,0.0,4.0,104.0,70.0,6243.0,218.0,0.0,102.0,2.0,104.0,70.0,-34.0,34.0,15.0,15.0,,
2.0,169.0,5341.0,47.0,48.0,161,2.0,179.0,0.0,0.0,109.0,168.0,7836.0,218.0,1.0,103.0,2.0,169.0,109.0,-1.0,1.0,1.0,1.0,,
4.0,175.0,3035.0,10.0,21.0,161,4.0,65.0,0.0,5.0,85.0,168.0,4605.0,218.0,1.0,104.0,2.0,175.0,85.0,-7.0,7.0,11.0,11.0,,
5.0,122.0,3186.0,128.0,138.0,161,5.0,34.0,0.0,2.0,142.0,130.0,4095.0,218.0,1.0,105.0,2.0,122.0,142.0,8.0,8.0,10.0,10.0,,
0.0,2.0,2566.0,27.0,28.0,161,0.0,19.0,0.0,5.0,13.0,24.0,4773.0,218.0,0.0,106.0,2.0,13.0,2.0,11.0,11.0,1.0,1.0,,
0.0,52.0,4482.0,108.0,108.0,161,0.0,78.0,0.0,2.0,145.0,146.0,2815.0,218.0,0.0,107.0,2.0,145.0,52.0,1.0,1.0,0.0,0.0,,
2.0,77.0,2699.0,162.0,149.0,161,2.0,3.0,0.0,0.0,164.0,136.0,3740.0,218.0,0.0,108.0,2.0,164.0,77.0,-28.0,28.0,-13.0,13.0,,
4.0,41.0,3048.0,56.0,54.0,161,4.0,107.0,0.0,1.0,154.0,145.0,2721.0,218.0,0.0,109.0,2.0,154.0,41.0,-9.0,9.0,-2.0,2.0,,
2.0,88.0,3929.0,12.0,23.0,161,2.0,56.0,0.0,3.0,59.0,61.0,4412.0,218.0,0.0,110.0,2.0,59.0,88.0,2.0,2.0,11.0,11.0,,
0.0,1.0,4124.0,77.0,82.0,161,0.0,125.0,0.0,2.0,25.0,3.0,6333.0,218.0,1.0,111.0,2.0,1.0,25.0,2.0,2.0,5.0,5.0,,
0.0,126.0,4316.0,5.0,16.0,161,0.0,85.0,0.0,5.0,117.0,113.0,5612.0,218.0,1.0,112.0,2.0,126.0,117.0,-13.0,13.0,11.0,11.0,,
1.0,98.0,3679.0,58.0,57.0,161,1.0,162.0,0.0,2.0,111.0,11.0,4376.0,218.0,1.0,113.0,2.0,98.0,111.0,-87.0,87.0,-1.0,1.0,True,
0.0,33.0,4411.0,51.0,33.0,161,0.0,178.0,0.0,3.0,106.0,34.0,4546.0,218.0,1.0,114.0,2.0,33.0,106.0,1.0,1.0,-18.0,18.0,,
2.0,156.0,6951.0,32.0,38.0,161,2.0,177.0,0.0,5.0,76.0,152.0,3007.0,218.0,1.0,115.0,2.0,156.0,76.0,-4.0,4.0,6.0,6.0,,
4.0,159.0,4007.0,74.0,71.0,161,4.0,160.0,0.0,2.0,147.0,143.0,3118.0,218.0,0.0,116.0,2.0,147.0,159.0,-4.0,4.0,-3.0,3.0,,
1.0,50.0,3462.0,174.0,172.0,161,1.0,65.0,0.0,3.0,95.0,70.0,3461.0,218.0,1.0,117.0,2.0,50.0,95.0,20.0,20.0,-2.0,2.0,,
5.0,176.0,4701.0,142.0,158.0,161,5.0,157.0,0.0,1.0,163.0,172.0,4278.0,218.0,0.0,118.0,2.0,163.0,176.0,9.0,9.0,16.0,16.0,,
1.0,26.0,3924.0,157.0,157.0,161,1.0,25.0,0.0,4.0,155.0,19.0,6052.0,218.0,1.0,119.0,2.0,26.0,155.0,-7.0,7.0,0.0,0.0,,
5.0,175.0,9267.0,39.0,45.0,162,0.0,72.0,0.0,2.0,82.0,17.0,9823.0,220.0,1.0,0.0,1.0,175.0,82.0,22.0,22.0,6.0,6.0,,
1.0,12.0,4481.0,57.0,41.0,162,0.0,50.0,0.0,5.0,6.0,24.0,27585.0,220.0,1.0,1.0,1.0,12.0,6.0,12.0,12.0,-16.0,16.0,,
2.0,41.0,3210.0,99.0,100.0,162,4.0,76.0,0.0,5.0,119.0,138.0,14244.0,220.0,0.0,2.0,1.0,119.0,41.0,19.0,19.0,1.0,1.0,,
2.0,20.0,9019.0,81.0,66.0,162,5.0,132.0,0.0,1.0,80.0,16.0,55710.0,220.0,1.0,3.0,1.0,20.0,80.0,-4.0,4.0,-15.0,15.0,,
4.0,56.0,4266.0,110.0,140.0,162,5.0,141.0,0.0,3.0,11.0,30.0,8698.0,220.0,0.0,4.0,1.0,11.0,56.0,19.0,19.0,30.0,30.0,,
3.0,13.0,6089.0,167.0,138.0,162,2.0,61.0,0.0,0.0,26.0,27.0,79044.0,220.0,1.0,5.0,1.0,13.0,26.0,14.0,14.0,-29.0,29.0,,
4.0,31.0,10894.0,168.0,158.0,162,2.0,175.0,0.0,1.0,89.0,24.0,27074.0,220.0,1.0,6.0,1.0,31.0,89.0,-7.0,7.0,-10.0,10.0,,
1.0,171.0,5540.0,64.0,31.0,162,4.0,8.0,0.0,3.0,159.0,155.0,4404.0,220.0,1.0,7.0,1.0,171.0,159.0,-16.0,16.0,-33.0,33.0,,
0.0,122.0,5834.0,89.0,82.0,162,1.0,93.0,0.0,5.0,132.0,146.0,10749.0,220.0,0.0,8.0,1.0,132.0,122.0,14.0,14.0,-7.0,7.0,,
2.0,135.0,2933.0,78.0,57.0,162,5.0,163.0,0.0,3.0,74.0,63.0,33805.0,220.0,0.0,9.0,1.0,74.0,135.0,-11.0,11.0,-21.0,21.0,,
4.0,99.0,5622.0,143.0,134.0,162,5.0,112.0,0.0,3.0,21.0,55.0,5800.0,220.0,0.0,10.0,1.0,21.0,99.0,34.0,34.0,-9.0,9.0,,
1.0,134.0,6231.0,8.0,15.0,162,0.0,164.0,0.0,3.0,92.0,76.0,13256.0,220.0,0.0,11.0,1.0,92.0,134.0,-16.0,16.0,7.0,7.0,,
3.0,52.0,4782.0,90.0,84.0,162,2.0,128.0,0.0,5.0,31.0,18.0,5990.0,220.0,0.0,12.0,1.0,31.0,52.0,-13.0,13.0,-6.0,6.0,,
4.0,68.0,3931.0,57.0,48.0,162,5.0,22.0,0.0,2.0,157.0,138.0,6955.0,220.0,0.0,13.0,1.0,157.0,68.0,-19.0,19.0,-9.0,9.0,,
5.0,71.0,7538.0,57.0,68.0,162,3.0,124.0,0.0,1.0,98.0,70.0,6903.0,220.0,1.0,14.0,1.0,71.0,98.0,-1.0,1.0,11.0,11.0,,
5.0,62.0,3898.0,45.0,66.0,162,4.0,126.0,0.0,2.0,96.0,75.0,8980.0,220.0,1.0,15.0,1.0,62.0,96.0,13.0,13.0,21.0,21.0,,
3.0,73.0,14663.0,21.0,72.0,162,2.0,55.0,0.0,4.0,31.0,26.0,171576.0,220.0,0.0,16.0,1.0,31.0,73.0,-5.0,5.0,51.0,51.0,,True
0.0,165.0,3940.0,159.0,151.0,162,1.0,112.0,0.0,2.0,132.0,140.0,5680.0,220.0,1.0,17.0,1.0,165.0,132.0,-25.0,25.0,-8.0,8.0,,
5.0,85.0,18191.0,124.0,121.0,162,4.0,78.0,0.0,0.0,62.0,74.0,6309.0,220.0,1.0,18.0,1.0,85.0,62.0,-11.0,11.0,-3.0,3.0,,
2.0,128.0,3114.0,49.0,49.0,162,5.0,169.0,0.0,3.0,42.0,56.0,5445.0,220.0,0.0,19.0,1.0,42.0,128.0,14.0,14.0,0.0,0.0,,
5.0,36.0,3530.0,12.0,22.0,162,0.0,130.0,0.0,4.0,119.0,127.0,164632.0,220.0,0.0,20.0,1.0,119.0,36.0,8.0,8.0,10.0,10.0,,
3.0,9.0,3214.0,102.0,127.0,162,0.0,119.0,0.0,2.0,106.0,27.0,4148.0,220.0,1.0,21.0,1.0,9.0,106.0,18.0,18.0,25.0,25.0,,
2.0,71.0,6206.0,46.0,56.0,162,3.0,147.0,0.0,0.0,101.0,68.0,4621.0,220.0,1.0,22.0,1.0,71.0,101.0,-3.0,3.0,10.0,10.0,,
3.0,18.0,3354.0,29.0,43.0,162,5.0,11.0,0.0,2.0,22.0,44.0,5067.0,220.0,1.0,23.0,1.0,18.0,22.0,26.0,26.0,14.0,14.0,,
5.0,172.0,2780.0,135.0,129.0,162,4.0,23.0,0.0,3.0,117.0,160.0,5326.0,220.0,1.0,24.0,1.0,172.0,117.0,-12.0,12.0,-6.0,6.0,,
2.0,116.0,2526.0,62.0,56.0,162,0.0,72.0,0.0,5.0,145.0,135.0,4739.0,220.0,0.0,25.0,1.0,145.0,116.0,-10.0,10.0,-6.0,6.0,,
2.0,175.0,3660.0,27.0,26.0,162,3.0,118.0,0.0,4.0,116.0,159.0,2991.0,220.0,1.0,26.0,1.0,175.0,116.0,-16.0,16.0,-1.0,1.0,,
0.0,121.0,3766.0,175.0,163.0,162,1.0,41.0,0.0,4.0,2.0,145.0,4879.0,220.0,0.0,27.0,1.0,2.0,121.0,-37.0,37.0,-12.0,12.0,,
0.0,3.0,7322.0,178.0,170.0,162,5.0,96.0,0.0,3.0,115.0,168.0,12221.0,220.0,1.0,28.0,1.0,3.0,115.0,-15.0,15.0,-8.0,8.0,,
5.0,144.0,2774.0,1.0,13.0,162,2.0,58.0,0.0,4.0,60.0,56.0,12912.0,220.0,0.0,29.0,1.0,60.0,144.0,-4.0,4.0,12.0,12.0,,
3.0,171.0,5295.0,163.0,153.0,162,2.0,160.0,0.0,5.0,75.0,170.0,2009.0,220.0,0.0,30.0,1.0,75.0,171.0,-85.0,85.0,-10.0,10.0,True,
0.0,98.0,2892.0,141.0,129.0,162,2.0,69.0,0.0,3.0,41.0,133.0,7657.0,220.0,1.0,31.0,1.0,98.0,41.0,35.0,35.0,-12.0,12.0,,
0.0,177.0,11567.0,132.0,144.0,162,2.0,125.0,0.0,3.0,138.0,131.0,3003.0,220.0,0.0,32.0,1.0,138.0,177.0,-7.0,7.0,12.0,12.0,,
